CSID,CaseID,CSType,CSDate,CourtID,JudgeName
504,9001,A,2025-08-26,2,Smt. J. Anitha
505,9004,B,2026-03-21,1,Smt. K. Latha
506,9018,B,2025-09-08,1,Shri Y. Manjunath
507,9025,B,2025-06-27,1,Shri A. Krishnamurthy
508,9040,A,2025-09-30,1,Smt. K. Latha
509,9042,B,2025-11-11,2,Shri P.K. Sharma
510,9044,B,2026-02-02,1,Smt. J. Anitha
511,9087,A,2025-12-22,1,Shri T.G. Rao
512,9099,B,2026-01-12,2,Smt. N. Hegde
513,9136,B,2025-08-11,2,Smt. K. Latha
514,9139,A,2025-05-02,1,Smt. D. Savitha
515,9145,B,2025-07-15,1,Shri A. Krishnamurthy
516,9170,A,2025-09-10,2,Smt. N. Hegde
517,9171,C,2025-07-15,1,Shri P.K. Sharma
518,9255,B,2025-06-21,2,Smt. P. Sridevi
519,9554,B,2025-08-30,1,Smt. R. Sumathi
520,9646,B,2026-01-31,1,Shri T.G. Rao
521,9668,B,2025-04-05,1,Smt. K. Latha
522,10222,A,2025-12-18,1,Shri B.N. Prasad
523,10353,C,2025-08-01,1,Shri Y. Manjunath
524,10560,A,2026-02-14,2,Shri M.V. Reddy
525,10577,A,2025-08-15,2,Shri M.V. Reddy
526,10696,A,2025-07-28,2,Smt. J. Anitha
527,10811,C,2026-03-17,2,Shri S.R. Naik
528,10968,A,2025-12-24,2,Shri S.R. Naik
529,11476,B,2025-08-15,2,Shri R.K. Kulkarni
530,11674,A,2025-06-22,2,Shri R.K. Kulkarni
531,11742,A,2025-10-03,2,Smt. D. Savitha
532,11935,A,2026-02-09,1,Smt. D. Savitha
533,12031,A,2026-04-23,2,Shri S.R. Naik
534,12147,A,2025-06-25,1,Smt. J. Anitha
535,12526,B,2025-09-08,1,Shri B.N. Prasad
536,12568,B,2025-04-05,1,Shri P.K. Sharma
537,12669,A,2025-12-08,2,Shri R.K. Kulkarni
538,13053,B,2025-12-28,2,Smt. J. Anitha
539,13424,A,2025-07-06,1,Smt. N. Hegde
540,13713,A,2025-08-05,2,Shri B.N. Prasad
541,13825,A,2025-11-03,1,Shri Y. Manjunath
542,13922,A,2025-08-26,2,Shri R.K. Kulkarni
543,14030,B,2026-01-20,2,Smt. V. Patil
544,14404,B,2026-05-09,2,Smt. N. Hegde
545,14449,A,2025-12-12,2,Smt. D. Savitha
546,14574,A,2026-01-01,1,Shri Y. Manjunath
547,14651,B,2025-06-10,2,Shri P.K. Sharma
548,14892,B,2025-04-22,2,Smt. N. Hegde
549,15035,B,2025-08-22,1,Smt. V. Patil
550,15265,A,2025-07-04,1,Shri T.G. Rao
551,15402,A,2025-05-08,1,Shri A. Krishnamurthy
552,15525,A,2025-02-10,2,Shri Y. Manjunath
553,15530,B,2025-12-04,1,Shri S.R. Naik
554,15979,C,2025-07-15,2,Smt. R. Sumathi
555,16382,C,2026-02-18,2,Shri Y. Manjunath
556,16461,C,2025-11-26,2,Shri S.R. Naik
557,16558,A,2025-03-24,2,Shri Y. Manjunath
558,16590,A,2026-03-04,1,Smt. J. Anitha
559,16596,B,2025-10-22,1,Shri M.V. Reddy
560,17445,A,2025-09-18,1,Shri S.R. Naik
561,17672,A,2026-03-28,1,Shri A. Krishnamurthy
562,17884,A,2025-10-19,1,Shri T.G. Rao
563,18093,A,2025-11-18,1,Smt. V. Patil
564,18181,B,2025-05-28,1,Shri M.V. Reddy
565,18211,A,2025-09-04,1,Smt. N. Hegde
566,18629,C,2025-11-01,2,Smt. R. Sumathi
567,19153,B,2025-07-05,2,Smt. D. Savitha
568,19408,A,2025-12-11,2,Shri A. Krishnamurthy
569,19494,B,2025-11-11,1,Shri P.K. Sharma
570,19694,B,2026-03-27,1,Smt. P. Sridevi
571,19707,B,2025-09-26,1,Smt. J. Anitha
572,20498,C,2025-12-11,2,Smt. D. Savitha
573,20980,B,2026-02-03,2,Shri S.R. Naik
574,20999,B,2025-11-21,2,Shri A. Krishnamurthy
575,21268,A,2026-01-20,2,Smt. D. Savitha
576,21366,B,2026-03-12,1,Shri S.R. Naik
577,21596,B,2026-03-11,2,Smt. R. Sumathi
578,21680,B,2026-03-21,1,Shri P.K. Sharma
579,21935,A,2025-07-20,2,Shri B.N. Prasad
580,22209,C,2025-12-01,1,Shri R.K. Kulkarni
581,22245,B,2025-10-19,2,Smt. P. Sridevi
582,22275,B,2025-04-27,2,Shri Y. Manjunath
583,22346,B,2026-03-15,2,Smt. P. Sridevi
584,22552,A,2026-03-05,1,Smt. N. Hegde
585,23032,B,2026-01-06,2,Shri A. Krishnamurthy
586,23155,B,2025-12-14,2,Smt. J. Anitha
587,23340,C,2026-01-11,2,Shri Y. Manjunath
588,23612,A,2026-02-08,2,Shri B.N. Prasad
589,23620,A,2025-11-09,2,Shri M.V. Reddy
590,23624,B,2025-10-08,2,Smt. K. Latha
591,23712,A,2025-06-21,1,Smt. R. Sumathi
592,23857,B,2025-12-18,2,Shri M.V. Reddy
593,24485,B,2026-03-17,2,Shri B.N. Prasad
594,24659,B,2026-04-24,1,Shri R.K. Kulkarni
595,24670,A,2025-08-11,2,Smt. K. Latha
596,24701,B,2025-07-11,2,Shri T.G. Rao
597,25221,B,2025-11-20,2,Smt. K. Latha
598,25588,B,2025-11-29,1,Smt. J. Anitha
599,25642,C,2025-06-07,1,Shri S.R. Naik
600,26452,A,2025-12-14,1,Shri S.R. Naik
601,27612,B,2026-04-25,1,Smt. V. Patil
602,27864,A,2026-03-24,1,Smt. J. Anitha
603,28040,B,2025-07-01,1,Smt. V. Patil
604,28123,B,2025-05-09,2,Smt. R. Sumathi
605,28392,C,2025-10-14,1,Shri M.V. Reddy
606,28429,B,2025-12-30,1,Smt. R. Sumathi
607,28528,A,2025-09-28,2,Smt. D. Savitha
608,28549,B,2025-03-17,2,Shri R.K. Kulkarni
609,28929,B,2026-04-03,2,Shri S.R. Naik
610,29470,B,2026-03-20,1,Smt. N. Hegde
611,29645,B,2025-07-02,1,Smt. D. Savitha
612,29727,B,2025-11-11,2,Shri S.R. Naik
613,29830,A,2026-01-20,2,Smt. R. Sumathi
614,29908,B,2026-02-20,2,Smt. R. Sumathi
615,30130,C,2025-10-08,1,Smt. D. Savitha
616,30151,C,2025-08-18,2,Shri M.V. Reddy
617,30390,B,2025-05-02,2,Shri B.N. Prasad
618,30431,B,2025-08-24,1,Shri P.K. Sharma
619,30506,C,2025-02-27,1,Shri M.V. Reddy
620,30606,A,2025-09-25,2,Smt. K. Latha
621,31915,A,2025-04-21,2,Shri S.R. Naik
622,31983,A,2026-06-12,2,Shri P.K. Sharma
623,32280,A,2025-09-12,1,Smt. N. Hegde
624,32574,B,2025-06-04,1,Smt. R. Sumathi
625,32673,A,2025-11-12,2,Smt. D. Savitha
626,32920,B,2025-09-01,2,Smt. J. Anitha
627,32960,A,2026-01-06,2,Shri B.N. Prasad
628,33421,A,2025-02-23,1,Shri T.G. Rao
629,33712,A,2025-11-08,2,Shri B.N. Prasad
630,33850,A,2025-03-21,1,Shri P.K. Sharma
631,34522,C,2025-06-03,1,Smt. P. Sridevi
632,35636,A,2025-12-04,2,Shri Y. Manjunath
633,35648,A,2025-10-06,1,Smt. K. Latha
634,36574,A,2025-11-03,2,Shri T.G. Rao
635,36716,C,2025-12-17,2,Shri S.R. Naik
636,36740,B,2025-09-03,1,Shri A. Krishnamurthy
637,37023,B,2025-07-11,1,Smt. P. Sridevi
638,37087,B,2025-07-13,1,Shri Y. Manjunath
639,38546,B,2025-12-10,2,Shri P.K. Sharma
640,38773,B,2026-01-14,1,Smt. D. Savitha
641,38908,B,2026-03-12,1,Shri S.R. Naik
642,38948,C,2026-02-09,1,Shri M.V. Reddy
643,39305,B,2025-07-12,1,Shri B.N. Prasad
644,39342,A,2025-09-29,1,Smt. J. Anitha
645,39460,B,2026-01-31,1,Smt. N. Hegde
646,39480,B,2025-10-31,2,Shri T.G. Rao
647,39877,B,2025-03-07,1,Smt. K. Latha
648,40553,B,2025-07-16,1,Shri T.G. Rao
649,41399,A,2025-07-19,1,Shri Y. Manjunath
650,41452,C,2025-08-15,2,Shri M.V. Reddy
651,41480,A,2025-10-21,2,Shri A. Krishnamurthy
652,41758,C,2026-01-07,1,Shri Y. Manjunath
653,42375,B,2025-12-29,1,Smt. V. Patil
654,42930,B,2026-04-06,2,Smt. J. Anitha
655,43593,A,2026-02-12,2,Smt. K. Latha
656,43615,A,2025-06-06,1,Shri M.V. Reddy
657,44279,A,2025-12-27,2,Shri S.R. Naik
658,44522,A,2026-01-07,2,Smt. P. Sridevi
659,44821,A,2025-09-25,2,Smt. R. Sumathi
660,44923,B,2025-10-23,2,Smt. V. Patil
661,44941,B,2025-08-05,1,Smt. V. Patil
662,45132,B,2026-02-07,1,Shri P.K. Sharma
663,45189,C,2025-06-10,1,Shri T.G. Rao
664,45258,C,2026-01-07,1,Shri P.K. Sharma
665,45550,B,2026-05-22,1,Smt. N. Hegde
666,45732,A,2025-09-07,1,Shri R.K. Kulkarni
667,45861,B,2026-01-15,2,Shri T.G. Rao
668,46181,A,2025-11-11,1,Smt. N. Hegde
669,46397,A,2025-03-11,2,Shri R.K. Kulkarni
670,46399,A,2026-04-12,1,Smt. P. Sridevi
671,46509,B,2025-06-12,2,Shri S.R. Naik
672,46516,B,2026-03-06,1,Smt. D. Savitha
673,46649,A,2025-07-30,1,Smt. N. Hegde
674,46848,B,2025-06-21,2,Shri M.V. Reddy
675,47118,B,2025-04-25,1,Shri S.R. Naik
676,47138,B,2026-06-10,2,Smt. D. Savitha
677,47527,B,2025-12-12,2,Smt. K. Latha
678,47615,A,2026-01-20,1,Smt. D. Savitha
679,48685,B,2025-11-25,2,Smt. R. Sumathi
680,48809,C,2025-11-04,1,Shri B.N. Prasad
681,49566,A,2026-02-20,2,Smt. D. Savitha
682,2860,B,2026-06-30,1,Shri P.K. Sharma
683,3949,B,2026-06-30,1,Smt. J. Anitha
684,4221,C,2026-03-14,1,Smt. D. Savitha
685,4547,B,2026-06-30,1,Shri S.R. Naik
686,4781,B,2026-06-30,1,Smt. V. Patil
687,5653,A,2026-06-30,1,Smt. J. Anitha
688,5773,A,2026-04-27,1,Smt. R. Sumathi
689,6464,B,2026-05-28,2,Shri P.K. Sharma
690,6670,B,2026-06-30,2,Shri P.K. Sharma
691,7433,A,2026-05-01,2,Shri T.G. Rao
692,7693,A,2026-06-30,1,Smt. J. Anitha
693,8348,A,2026-06-28,1,Smt. R. Sumathi
694,8466,C,2026-05-25,1,Shri P.K. Sharma
695,8552,B,2026-04-21,2,Shri T.G. Rao
696,8571,A,2026-02-12,2,Smt. D. Savitha
697,8575,A,2026-06-30,2,Shri Y. Manjunath
698,8592,C,2026-06-30,1,Smt. D. Savitha
699,8603,B,2026-06-16,2,Shri S.R. Naik
700,8605,B,2026-05-14,2,Smt. R. Sumathi
701,8621,B,2026-03-20,2,Shri Y. Manjunath
702,8628,B,2026-06-30,2,Shri B.N. Prasad
703,8684,B,2026-06-30,1,Smt. K. Latha
704,8781,A,2026-06-30,2,Smt. V. Patil
705,8910,B,2026-06-04,1,Smt. R. Sumathi
706,9022,B,2026-03-14,1,Smt. R. Sumathi
707,9131,C,2026-03-01,2,Smt. V. Patil
708,9164,B,2026-06-30,1,Shri B.N. Prasad
709,9360,B,2026-06-30,2,Shri T.G. Rao
710,9425,B,2026-02-22,1,Shri S.R. Naik
711,9607,B,2026-06-30,1,Shri A. Krishnamurthy
712,11143,A,2026-06-30,1,Shri B.N. Prasad
713,11238,C,2026-06-30,2,Smt. K. Latha
714,12501,B,2026-03-03,2,Smt. J. Anitha
715,12809,B,2026-06-30,1,Shri B.N. Prasad
716,13445,B,2026-06-30,1,Shri R.K. Kulkarni
717,14829,B,2026-06-30,1,Shri P.K. Sharma
718,15022,A,2026-06-30,1,Smt. K. Latha
719,15189,A,2026-06-30,2,Shri A. Krishnamurthy
720,16345,A,2026-05-02,2,Smt. P. Sridevi
721,16598,A,2026-06-30,1,Smt. N. Hegde
722,16864,B,2026-05-18,2,Smt. D. Savitha
723,17094,B,2026-06-30,2,Smt. V. Patil
724,17122,B,2026-06-30,1,Smt. D. Savitha
725,17479,A,2026-05-21,2,Smt. N. Hegde
726,18553,B,2026-06-30,1,Shri S.R. Naik
727,19162,C,2026-03-02,2,Shri T.G. Rao
728,19412,A,2026-06-30,2,Shri M.V. Reddy
729,19512,A,2026-06-30,2,Smt. K. Latha
730,19896,B,2026-06-30,2,Smt. J. Anitha
731,20870,B,2026-03-29,1,Shri R.K. Kulkarni
732,21055,A,2026-06-30,2,Shri M.V. Reddy
733,21312,C,2026-06-02,1,Shri T.G. Rao
734,21473,A,2026-05-17,1,Shri A. Krishnamurthy
735,21949,B,2026-06-30,2,Smt. P. Sridevi
736,22228,B,2026-06-30,2,Shri M.V. Reddy
737,22538,B,2026-06-03,1,Smt. J. Anitha
738,22611,B,2026-06-30,1,Smt. V. Patil
739,22727,A,2026-06-30,2,Smt. V. Patil
740,23030,C,2026-04-02,1,Shri R.K. Kulkarni
741,23792,B,2026-06-30,1,Shri T.G. Rao
742,23991,B,2026-06-30,1,Shri B.N. Prasad
743,24194,A,2026-06-30,1,Shri R.K. Kulkarni
744,24377,B,2026-06-28,1,Smt. R. Sumathi
745,24380,B,2026-06-30,1,Smt. D. Savitha
746,25163,A,2026-06-30,1,Smt. V. Patil
747,25237,B,2026-06-30,2,Smt. N. Hegde
748,25420,A,2026-03-09,2,Smt. K. Latha
749,25667,C,2026-06-30,2,Shri B.N. Prasad
750,25756,A,2026-04-19,1,Shri M.V. Reddy
751,26507,B,2026-05-14,2,Shri A. Krishnamurthy
752,26798,A,2026-06-30,2,Shri Y. Manjunath
753,27266,C,2026-06-30,1,Smt. K. Latha
754,27382,B,2026-05-02,1,Shri P.K. Sharma
755,27419,B,2026-06-02,1,Smt. P. Sridevi
756,27889,C,2026-06-30,1,Shri T.G. Rao
757,28200,A,2026-06-30,2,Shri T.G. Rao
758,28210,C,2026-06-30,1,Shri B.N. Prasad
759,28991,C,2026-06-20,2,Smt. V. Patil
760,30255,B,2026-06-30,2,Smt. N. Hegde
761,32071,A,2026-06-30,2,Smt. P. Sridevi
762,32475,B,2026-06-30,1,Shri S.R. Naik
763,32751,B,2026-06-30,2,Smt. K. Latha
764,33960,A,2026-06-30,1,Shri M.V. Reddy
765,34133,A,2026-06-28,1,Shri R.K. Kulkarni
766,34293,B,2026-06-30,1,Smt. V. Patil
767,34467,C,2026-05-17,1,Shri Y. Manjunath
768,34736,B,2026-06-30,1,Smt. N. Hegde
769,35172,A,2026-06-30,1,Shri R.K. Kulkarni
770,36189,A,2026-06-30,2,Smt. D. Savitha
771,36469,B,2026-06-02,2,Shri P.K. Sharma
772,36628,B,2026-06-27,2,Smt. N. Hegde
773,36757,A,2026-06-30,1,Smt. V. Patil
774,36843,B,2026-06-30,1,Shri Y. Manjunath
775,38083,A,2026-06-30,1,Smt. J. Anitha
776,38463,B,2026-04-05,2,Shri Y. Manjunath
777,38907,C,2026-03-18,1,Shri S.R. Naik
778,39117,B,2026-06-30,2,Shri S.R. Naik
779,39739,B,2026-04-03,1,Smt. V. Patil
780,40026,A,2026-06-30,2,Shri Y. Manjunath
781,40516,B,2026-06-30,1,Shri Y. Manjunath
782,40619,C,2026-06-30,2,Shri P.K. Sharma
783,41914,A,2026-06-30,1,Shri R.K. Kulkarni
784,42239,B,2026-06-01,1,Shri R.K. Kulkarni
785,42376,B,2026-06-30,2,Shri R.K. Kulkarni
786,44767,C,2026-06-30,1,Smt. K. Latha
787,44951,A,2026-06-30,1,Shri S.R. Naik
788,45027,B,2026-05-20,2,Shri M.V. Reddy
789,45471,B,2026-03-28,1,Smt. N. Hegde
790,46155,A,2026-06-30,2,Shri S.R. Naik
791,47563,B,2026-06-14,1,Smt. D. Savitha
792,48333,B,2026-06-30,2,Smt. N. Hegde
793,48343,C,2026-06-30,2,Smt. P. Sridevi
794,48610,B,2026-06-30,1,Shri T.G. Rao
795,49613,A,2026-06-30,1,Smt. K. Latha
796,7598,C,2023-07-25,2,Shri Y. Manjunath
797,8800,A,2023-09-01,2,Smt. V. Patil
798,9028,A,2024-05-13,1,Smt. N. Hegde
799,9134,A,2023-04-17,1,Shri Y. Manjunath
800,13847,A,2023-09-04,2,Shri Y. Manjunath
801,34019,B,2023-06-06,1,Shri R.K. Kulkarni
802,34780,B,2024-02-09,2,Shri B.N. Prasad
803,37388,A,2023-11-14,2,Shri P.K. Sharma
804,40181,C,2023-07-18,2,Smt. D. Savitha
805,44483,B,2023-12-12,1,Smt. K. Latha
806,45771,A,2024-01-14,1,Shri R.K. Kulkarni
807,47760,B,2023-04-30,2,Smt. J. Anitha
808,1033,A,2025-01-03,2,Shri Y. Manjunath
809,5704,C,2025-05-18,1,Smt. N. Hegde
810,8532,A,2025-02-02,1,Smt. D. Savitha
811,8891,B,2025-01-18,1,Smt. R. Sumathi
812,8897,B,2025-01-16,1,Smt. D. Savitha
813,9976,A,2025-01-07,1,Smt. P. Sridevi
814,11166,B,2024-04-06,1,Shri S.R. Naik
815,15328,A,2025-05-09,2,Shri P.K. Sharma
816,16854,B,2024-09-15,2,Shri R.K. Kulkarni
817,18137,A,2024-09-28,2,Shri P.K. Sharma
818,21239,B,2024-05-04,2,Smt. R. Sumathi
819,32157,B,2024-08-18,1,Shri M.V. Reddy
820,34477,B,2024-08-30,2,Shri R.K. Kulkarni
821,35275,B,2024-09-08,1,Smt. K. Latha
822,35326,C,2024-08-29,1,Smt. K. Latha
823,35671,A,2024-09-20,1,Smt. K. Latha
824,35951,B,2025-04-09,1,Shri T.G. Rao
825,39097,B,2024-08-28,2,Shri A. Krishnamurthy
826,41918,B,2024-08-31,1,Shri T.G. Rao
827,43115,C,2024-11-10,2,Shri T.G. Rao
828,43368,C,2024-02-15,2,Shri B.N. Prasad
829,45577,C,2025-05-19,1,Shri Y. Manjunath
830,46095,B,2024-07-22,2,Smt. V. Patil
831,46997,A,2024-09-17,1,Shri T.G. Rao
832,641,B,2025-08-27,1,Smt. K. Latha
833,2850,A,2025-10-24,1,Shri M.V. Reddy
834,8513,C,2026-03-04,2,Shri Y. Manjunath
835,8736,B,2025-12-31,2,Smt. K. Latha
836,8918,C,2026-03-25,2,Shri B.N. Prasad
837,12467,B,2025-07-04,1,Smt. V. Patil
838,16857,B,2025-12-22,2,Shri Y. Manjunath
839,20973,B,2025-08-13,2,Smt. P. Sridevi
840,22285,B,2026-01-06,1,Smt. J. Anitha
841,27325,B,2025-10-07,2,Shri M.V. Reddy
842,29567,A,2026-03-02,1,Shri B.N. Prasad
843,37206,A,2025-12-02,1,Smt. J. Anitha
844,37605,B,2025-06-17,1,Shri T.G. Rao
845,40762,A,2026-02-28,1,Shri M.V. Reddy
846,4873,B,2026-06-13,1,Smt. V. Patil
847,8820,B,2026-06-30,1,Smt. P. Sridevi
848,11910,A,2026-06-30,2,Smt. N. Hegde
849,26670,A,2026-06-06,2,Smt. N. Hegde
850,28199,A,2026-06-07,1,Smt. R. Sumathi
851,30950,B,2026-06-30,2,Shri T.G. Rao
852,41435,A,2026-06-30,2,Shri S.R. Naik
853,45347,B,2026-03-10,2,Smt. K. Latha
854,5751,C,2023-05-19,2,Smt. K. Latha
855,8058,A,2024-05-05,1,Smt. P. Sridevi
856,8627,B,2024-01-08,2,Shri T.G. Rao
857,8939,A,2023-09-20,1,Shri M.V. Reddy
858,8943,B,2024-06-24,1,Shri Y. Manjunath
859,8944,B,2023-07-10,2,Shri T.G. Rao
860,9168,A,2024-02-14,2,Shri A. Krishnamurthy
861,11611,A,2023-11-07,2,Smt. D. Savitha
862,12557,A,2023-05-29,2,Shri R.K. Kulkarni
863,16597,B,2023-06-01,2,Shri Y. Manjunath
864,24177,B,2023-07-09,2,Shri T.G. Rao
865,27563,A,2023-10-23,2,Smt. K. Latha
866,27593,B,2023-06-20,1,Smt. N. Hegde
867,28037,B,2023-05-15,2,Shri M.V. Reddy
868,29996,A,2023-11-17,1,Smt. N. Hegde
869,36514,A,2023-12-30,1,Smt. N. Hegde
870,40460,B,2023-10-19,1,Shri T.G. Rao
871,41459,B,2023-08-24,2,Shri A. Krishnamurthy
872,43826,A,2024-05-26,1,Smt. N. Hegde
873,44210,B,2024-01-08,2,Shri A. Krishnamurthy
874,48695,B,2023-03-01,1,Shri S.R. Naik
875,1020,B,2024-11-17,2,Smt. J. Anitha
876,4533,A,2024-06-01,1,Shri B.N. Prasad
877,4848,B,2024-12-24,1,Smt. D. Savitha
878,6554,B,2024-11-22,1,Shri R.K. Kulkarni
879,7573,B,2024-10-18,1,Smt. K. Latha
880,8502,B,2024-07-15,2,Shri T.G. Rao
881,11970,A,2024-12-03,1,Shri B.N. Prasad
882,14020,B,2024-12-31,2,Shri T.G. Rao
883,24691,A,2025-02-27,1,Smt. K. Latha
884,25022,B,2025-04-09,2,Shri B.N. Prasad
885,27240,B,2025-03-16,1,Smt. V. Patil
886,27495,B,2024-09-25,2,Shri M.V. Reddy
887,30011,B,2024-09-16,2,Shri A. Krishnamurthy
888,33612,B,2025-02-22,2,Shri T.G. Rao
889,34704,B,2025-03-18,2,Smt. P. Sridevi
890,37772,C,2024-05-22,1,Shri S.R. Naik
891,39847,A,2024-08-28,2,Shri Y. Manjunath
892,40399,B,2024-12-14,1,Shri T.G. Rao
893,40941,C,2024-09-10,1,Smt. R. Sumathi
894,41518,B,2024-04-01,1,Smt. P. Sridevi
895,41725,B,2024-11-23,2,Shri R.K. Kulkarni
896,43519,C,2025-05-29,2,Shri Y. Manjunath
897,47778,A,2024-12-29,1,Shri R.K. Kulkarni
898,1607,B,2026-03-30,2,Smt. P. Sridevi
899,2633,C,2025-07-13,1,Shri B.N. Prasad
900,4006,A,2026-02-06,2,Smt. J. Anitha
901,5972,B,2025-11-21,2,Shri A. Krishnamurthy
902,6242,C,2025-05-16,2,Shri B.N. Prasad
903,7261,B,2026-05-10,1,Shri M.V. Reddy
904,8795,B,2026-01-12,1,Shri M.V. Reddy
905,8816,B,2025-10-06,1,Smt. R. Sumathi
906,8831,A,2025-08-20,2,Shri A. Krishnamurthy
907,8946,A,2026-01-01,1,Shri Y. Manjunath
908,8975,B,2025-09-13,1,Smt. N. Hegde
909,9024,B,2026-02-14,2,Smt. J. Anitha
910,9065,A,2025-09-01,2,Shri B.N. Prasad
911,9115,B,2026-01-05,1,Shri A. Krishnamurthy
912,15729,B,2026-01-21,2,Smt. K. Latha
913,17267,B,2025-08-06,1,Shri Y. Manjunath
914,22036,C,2025-05-26,2,Smt. V. Patil
915,24043,B,2025-06-11,1,Smt. N. Hegde
916,29421,A,2025-07-20,1,Smt. N. Hegde
917,31323,A,2026-03-27,1,Shri A. Krishnamurthy
918,36006,A,2025-09-09,2,Shri P.K. Sharma
919,37845,B,2026-03-14,1,Shri R.K. Kulkarni
920,39550,A,2025-06-19,2,Shri S.R. Naik
921,42418,C,2025-10-31,2,Shri Y. Manjunath
922,43276,A,2025-07-27,1,Shri A. Krishnamurthy
923,44075,A,2025-10-22,2,Shri Y. Manjunath
924,47493,B,2025-09-21,2,Smt. K. Latha
925,47556,C,2025-10-13,2,Shri T.G. Rao
926,47959,C,2025-06-29,2,Smt. D. Savitha
927,3672,A,2026-06-30,2,Shri B.N. Prasad
928,8879,B,2026-06-30,1,Shri Y. Manjunath
929,12537,A,2026-06-30,1,Smt. N. Hegde
930,14297,B,2026-06-08,2,Shri T.G. Rao
931,25607,A,2026-05-14,1,Shri M.V. Reddy
932,31357,A,2026-06-30,1,Shri S.R. Naik
933,33871,B,2026-06-30,1,Shri T.G. Rao
934,35384,B,2026-04-11,2,Shri T.G. Rao
935,39585,B,2026-06-30,1,Smt. K. Latha
936,40691,B,2026-06-30,1,Smt. P. Sridevi
937,41167,A,2026-04-12,1,Smt. K. Latha
938,47046,B,2026-05-08,1,Shri R.K. Kulkarni
939,6235,C,2024-03-09,1,Smt. N. Hegde
940,7768,A,2023-04-10,2,Shri P.K. Sharma
941,8559,B,2023-05-03,1,Smt. D. Savitha
942,8884,C,2023-12-07,2,Smt. J. Anitha
943,9121,A,2023-11-24,1,Shri Y. Manjunath
944,11639,B,2023-11-22,1,Smt. K. Latha
945,12439,A,2023-11-21,2,Smt. J. Anitha
946,15826,B,2023-06-18,1,Shri R.K. Kulkarni
947,17077,A,2023-06-23,1,Shri A. Krishnamurthy
948,20070,B,2023-10-07,2,Shri B.N. Prasad
949,28779,A,2023-08-05,2,Smt. R. Sumathi
950,28944,A,2023-04-17,1,Shri B.N. Prasad
951,37354,A,2023-04-20,2,Shri Y. Manjunath
952,38615,C,2023-10-16,1,Smt. N. Hegde
953,39069,C,2023-06-27,1,Shri T.G. Rao
954,48973,B,2024-01-05,1,Shri M.V. Reddy
955,49484,B,2023-11-17,2,Shri Y. Manjunath
956,5051,B,2025-01-09,1,Smt. R. Sumathi
957,5334,B,2024-10-10,2,Shri S.R. Naik
958,5536,A,2024-10-22,2,Shri M.V. Reddy
959,5909,B,2024-03-30,1,Smt. P. Sridevi
960,13865,A,2024-08-25,2,Smt. V. Patil
961,25346,B,2025-01-18,1,Shri A. Krishnamurthy
962,32909,A,2025-01-21,1,Shri T.G. Rao
963,36325,C,2024-09-16,1,Shri Y. Manjunath
964,39421,B,2024-12-24,2,Smt. V. Patil
965,41907,A,2024-12-03,2,Smt. P. Sridevi
966,4562,B,2025-09-08,1,Smt. V. Patil
967,8527,A,2025-10-29,2,Smt. R. Sumathi
968,8936,B,2025-09-22,2,Smt. D. Savitha
969,12516,B,2025-04-25,1,Shri R.K. Kulkarni
970,13275,C,2025-05-02,2,Smt. N. Hegde
971,16455,B,2025-07-21,2,Shri S.R. Naik
972,19229,A,2025-10-20,2,Smt. V. Patil
973,20796,B,2025-06-21,2,Shri B.N. Prasad
974,30320,B,2025-06-14,1,Shri B.N. Prasad
975,33950,B,2025-03-03,2,Shri T.G. Rao
976,34247,B,2025-10-08,1,Shri T.G. Rao
977,3694,B,2026-06-30,2,Shri A. Krishnamurthy
978,8325,A,2026-06-30,1,Shri P.K. Sharma
979,8543,A,2026-04-10,1,Shri S.R. Naik
980,8912,B,2026-06-29,1,Smt. V. Patil
981,9691,A,2026-06-30,2,Smt. N. Hegde
982,11249,A,2026-05-06,2,Shri A. Krishnamurthy
983,15575,A,2026-06-30,2,Smt. J. Anitha
984,18273,A,2026-05-11,2,Shri T.G. Rao
985,44586,B,2026-05-21,2,Shri P.K. Sharma
986,47039,B,2026-06-30,2,Shri M.V. Reddy
987,48547,B,2026-06-30,2,Shri B.N. Prasad
988,49661,C,2026-05-24,2,Shri Y. Manjunath
989,20,A,2023-04-15,1,Smt. N. Hegde
990,563,A,2023-05-12,2,Smt. V. Patil
991,860,B,2023-08-02,1,Shri R.K. Kulkarni
992,983,B,2023-11-01,2,Shri B.N. Prasad
993,1653,C,2023-10-14,1,Smt. J. Anitha
994,3079,B,2023-11-10,2,Shri Y. Manjunath
995,3401,B,2023-04-06,2,Shri Y. Manjunath
996,3689,C,2023-09-30,1,Smt. J. Anitha
997,4230,B,2023-11-19,1,Smt. N. Hegde
998,4237,B,2023-12-12,1,Smt. K. Latha
999,4318,A,2023-05-24,2,Shri Y. Manjunath
1000,4449,B,2023-11-29,2,Shri T.G. Rao
1001,4716,B,2023-06-28,1,Smt. P. Sridevi
1002,4864,B,2023-08-07,2,Smt. V. Patil
1003,5129,A,2024-01-23,1,Shri A. Krishnamurthy
1004,5150,B,2023-05-28,2,Smt. V. Patil
1005,5183,A,2023-05-04,2,Smt. D. Savitha
1006,5224,C,2023-04-02,1,Shri T.G. Rao
1007,5273,B,2023-09-09,1,Smt. P. Sridevi
1008,5654,B,2023-05-27,2,Shri T.G. Rao
1009,5669,B,2023-03-14,1,Shri S.R. Naik
